Line,Date,Time,Red,Green,Blue,Tri_X,Tri_Y,Tri_Z
2,3/22/2020,0:46:46,0,0,0,0,0,0
3,3/22/2020,0:46:48,0,0,25,0.0017545,0.0007018,0.0092403
4,3/22/2020,0:46:50,0,0,51,0.0059748,0.0023899,0.0314671
5,3/22/2020,0:46:53,0,0,76,0.0130437,0.0052175,0.0686967
6,3/22/2020,0:46:55,0,0,102,0.0239802,0.0095921,0.1262956
7,3/22/2020,0:46:57,0,0,127,0.0383036,0.0153214,0.2017322
8,3/22/2020,0:46:59,0,0,153,0.0574916,0.0229966,0.302789
9,3/22/2020,0:47:02,0,0,178,0.0803503,0.0321401,0.423178
10,3/22/2020,0:47:04,0,0,204,0.1089792,0.0435917,0.5739573
11,3/22/2020,0:47:06,0,0,229,0.1414135,0.0565654,0.7447779
12,3/22/2020,0:47:08,0,0,255,0.1804808,0.0721923,0.9505322
13,3/22/2020,0:47:11,0,25,0,0.0034762,0.0069523,0.0011587
14,3/22/2020,0:47:13,0,25,25,0.0052306,0.0076541,0.010399
15,3/22/2020,0:47:15,0,25,51,0.0094509,0.0093422,0.0326259
16,3/22/2020,0:47:17,0,25,76,0.0165198,0.0121698,0.0698554
17,3/22/2020,0:47:19,0,25,102,0.0274563,0.0165444,0.1274543
18,3/22/2020,0:47:22,0,25,127,0.0417797,0.0222737,0.2028909
19,3/22/2020,0:47:24,0,25,153,0.0609677,0.0299489,0.3039477
20,3/22/2020,0:47:26,0,25,178,0.0838264,0.0390924,0.4243368
21,3/22/2020,0:47:28,0,25,204,0.1124554,0.050544,0.575116
22,3/22/2020,0:47:31,0,25,229,0.1448897,0.0635177,0.7459366
23,3/22/2020,0:47:33,0,25,255,0.1839569,0.0791446,0.9516909
24,3/22/2020,0:47:35,0,51,0,0.0118377,0.0236755,0.0039459
25,3/22/2020,0:47:37,0,51,25,0.0135922,0.0243773,0.0131862
26,3/22/2020,0:47:40,0,51,51,0.0178125,0.0260654,0.0354131
27,3/22/2020,0:47:42,0,51,76,0.0248814,0.028893,0.0726426
28,3/22/2020,0:47:44,0,51,102,0.0358179,0.0332676,0.1302415
29,3/23/2020,1:47:44,0,51,127,0.0501413,0.0389969,0.2056781
30,3/24/2020,2:47:44,0,51,153,0.0693293,0.0466721,0.3067349
31,3/25/2020,3:47:44,0,51,178,0.092188,0.0558156,0.427124
32,3/26/2020,4:47:44,0,51,204,0.120817,0.0672672,0.5779032
33,3/27/2020,5:47:44,0,51,229,0.1532513,0.0802409,0.7487238
34,3/28/2020,6:47:44,0,51,255,0.1923185,0.0958678,0.9544781
35,3/29/2020,7:47:44,0,76,0,0.0258433,0.0516866,0.0086144
36,3/30/2020,8:47:44,0,76,25,0.0275978,0.0523884,0.0178548
37,3/31/2020,9:47:44,0,76,51,0.0318181,0.0540765,0.0400816
38,4/1/2020,10:47:44,0,76,76,0.038887,0.056904,0.0773111
39,4/2/2020,11:47:44,0,76,102,0.0498235,0.0612786,0.13491
40,4/3/2020,12:47:44,0,76,127,0.0641469,0.067008,0.2103466
41,4/4/2020,13:47:44,0,76,153,0.0833349,0.0746832,0.3114034
42,4/5/2020,14:47:44,0,76,178,0.1061935,0.0838267,0.4317925
43,4/6/2020,15:47:44,0,76,204,0.1348225,0.0952783,0.5825717
44,4/7/2020,16:47:44,0,76,229,0.1672568,0.108252,0.7533923
45,4/8/2020,17:47:44,0,76,255,0.2063241,0.1238789,0.9591466
46,4/9/2020,18:47:44,0,102,0,0.0475116,0.0950233,0.0158372
47,4/10/2020,19:47:44,0,102,25,0.0492661,0.0957251,0.0250775
48,4/11/2020,20:47:44,0,102,51,0.0534864,0.0974132,0.0473044
49,4/12/2020,21:47:44,0,102,76,0.0605553,0.1002407,0.0845339
50,4/13/2020,22:47:44,0,102,102,0.0714918,0.1046153,0.1421328
51,4/14/2020,23:47:44,0,102,127,0.0858152,0.1103447,0.2175694
52,4/15/2020,0:47:44,0,102,153,0.1050032,0.1180199,0.3186262
53,4/16/2020,1:47:44,0,102,178,0.1278619,0.1271634,0.4390153
54,4/17/2020,2:47:44,0,102,204,0.1564909,0.138615,0.5897945
55,4/18/2020,3:47:44,0,102,229,0.1889251,0.1515887,0.7606151
56,4/19/2020,4:47:44,0,102,255,0.2279924,0.1672156,0.9663694
57,4/20/2020,5:47:44,0,127,0,0.0758904,0.1517808,0.0252968
58,4/21/2020,6:47:44,0,127,25,0.0776449,0.1524826,0.0345371
59,4/22/2020,7:47:44,0,127,51,0.0818652,0.1541707,0.0567639
60,4/23/2020,8:47:44,0,127,76,0.0889341,0.1569983,0.0939935
61,4/24/2020,9:47:44,0,127,102,0.0998706,0.1613729,0.1515924
62,4/25/2020,10:47:44,0,127,127,0.114194,0.1671022,0.227029
63,4/26/2020,11:47:44,0,127,153,0.133382,0.1747774,0.3280858
64,4/27/2020,12:47:44,0,127,178,0.1562407,0.1839209,0.4484748
65,4/28/2020,13:47:44,0,127,204,0.1848696,0.1953725,0.5992541
66,4/29/2020,14:47:44,0,127,229,0.2173039,0.2083462,0.7700747
67,4/30/2020,15:47:44,0,127,255,0.2563712,0.2239731,0.975829
68,5/1/2020,16:47:44,0,153,0,0.1139073,0.2278147,0.0379691
69,5/2/2020,17:47:44,0,153,25,0.1156618,0.2285165,0.0472094
70,5/3/2020,18:47:44,0,153,51,0.1198821,0.2302046,0.0694363
71,5/4/2020,19:47:44,0,153,76,0.126951,0.2330322,0.1066658
72,5/5/2020,20:47:44,0,153,102,0.1378875,0.2374068,0.1642647
73,5/6/2020,21:47:44,0,153,127,0.1522109,0.2431361,0.2397013
74,5/7/2020,22:47:44,0,153,153,0.1713989,0.2508113,0.3407581
75,5/8/2020,23:47:44,0,153,178,0.1942576,0.2599548,0.4611472
76,5/9/2020,0:47:44,0,153,204,0.2228866,0.2714064,0.6119264
77,5/10/2020,1:47:44,0,153,229,0.2553209,0.2843801,0.782747
78,5/11/2020,2:47:44,0,153,255,0.2943881,0.300007,0.9885013
79,5/12/2020,3:47:44,0,178,0,0.159197,0.318394,0.0530657
80,5/13/2020,4:47:44,0,178,25,0.1609515,0.3190957,0.062306
81,5/14/2020,5:47:44,0,178,51,0.1651717,0.3207839,0.0845328
82,5/15/2020,6:47:44,0,178,76,0.1722407,0.3236114,0.1217624
83,5/16/2020,7:47:44,0,178,102,0.1831772,0.327986,0.1793613
84,5/17/2020,8:47:44,0,178,127,0.1975005,0.3337154,0.2547978
85,5/18/2020,9:47:44,0,178,153,0.2166885,0.3413906,0.3558546
86,5/19/2020,10:47:44,0,178,178,0.2395472,0.3505341,0.4762437
87,5/20/2020,11:47:44,0,178,204,0.2681762,0.3619856,0.627023
88,5/21/2020,12:47:44,0,178,229,0.3006105,0.3749594,0.7978435
89,5/22/2020,13:47:44,0,178,255,0.3396778,0.3905863,1.0035978
90,5/23/2020,14:47:44,0,204,0,0.2159192,0.4318384,0.0719731
91,5/24/2020,15:47:44,0,204,25,0.2176737,0.4325402,0.0812134
92,5/25/2020,16:47:44,0,204,51,0.221894,0.4342283,0.1034402
93,5/26/2020,17:47:44,0,204,76,0.2289629,0.4370559,0.1406698
94,5/27/2020,18:47:44,0,204,102,0.2398994,0.4414305,0.1982687
95,5/28/2020,19:47:44,0,204,127,0.2542228,0.4471598,0.2737052
96,5/29/2020,20:47:44,0,204,153,0.2734108,0.454835,0.374762
97,5/30/2020,21:47:44,0,204,178,0.2962695,0.4639785,0.4951511
98,5/31/2020,22:47:44,0,204,204,0.3248984,0.4754301,0.6459304
99,6/1/2020,23:47:44,0,204,229,0.3573327,0.4884038,0.8167509
100,6/2/2020,0:47:44,0,204,255,0.3964,0.5040307,1.0225052
101,6/3/2020,1:47:44,0,229,0,0.2801808,0.5603617,0.0933936
102,6/4/2020,2:47:44,0,229,25,0.2819353,0.5610635,0.1026339
103,6/5/2020,3:47:44,0,229,51,0.2861556,0.5627516,0.1248608
104,6/6/2020,4:47:44,0,229,76,0.2932245,0.5655792,0.1620903
105,6/7/2020,5:47:44,0,229,102,0.304161,0.5699538,0.2196892
106,6/8/2020,6:47:44,0,229,127,0.3184844,0.5756831,0.2951258
107,6/9/2020,7:47:44,0,229,153,0.3376724,0.5833583,0.3961826
108,6/10/2020,8:47:44,0,229,178,0.3605311,0.5925018,0.5165717
109,6/11/2020,9:47:44,0,229,204,0.3891601,0.6039534,0.6673509
110,6/12/2020,10:47:44,0,229,229,0.4215944,0.6169271,0.8381715
111,6/13/2020,11:47:44,0,229,255,0.4606616,0.632554,1.0439258
112,6/14/2020,12:47:44,0,255,0,0.3575843,0.7151687,0.1191948
113,6/15/2020,13:47:44,0,255,25,0.3593388,0.7158705,0.1284351
114,6/16/2020,14:47:44,0,255,51,0.3635591,0.7175586,0.1506619
115,6/17/2020,15:47:44,0,255,76,0.370628,0.7203862,0.1878915
116,6/18/2020,16:47:44,0,255,102,0.3815645,0.7247608,0.2454904
117,6/19/2020,17:47:44,0,255,127,0.3958879,0.7304901,0.3209269
118,6/20/2020,18:47:44,0,255,153,0.4150759,0.7381653,0.4219837
119,6/21/2020,19:47:44,0,255,178,0.4379346,0.7473088,0.5423728
120,6/22/2020,20:47:44,0,255,204,0.4665636,0.7587604,0.6931521
121,6/23/2020,21:47:44,0,255,229,0.4989979,0.7717341,0.8639726
122,6/24/2020,22:47:44,0,255,255,0.5380651,0.787361,1.0697269
123,6/25/2020,23:47:44,25,0,0,0.0040089,0.0020671,0.0001879
124,6/26/2020,0:47:44,25,0,25,0.0057634,0.0027689,0.0094282
125,6/27/2020,1:47:44,25,0,51,0.0099837,0.004457,0.0316551
126,6/28/2020,2:47:44,25,0,76,0.0170526,0.0072846,0.0688846
127,6/29/2020,3:47:44,25,0,102,0.0279891,0.0116592,0.1264835
128,6/30/2020,4:47:44,25,0,127,0.0423125,0.0173885,0.2019201
129,7/1/2020,5:47:44,25,0,153,0.0615005,0.0250637,0.3029769
130,7/2/2020,6:47:44,25,0,178,0.0843592,0.0342072,0.423366
131,7/3/2020,7:47:44,25,0,204,0.1129882,0.0456588,0.5741452
132,7/4/2020,8:47:44,25,0,229,0.1454225,0.0586325,0.7449658
133,7/5/2020,9:47:44,25,0,255,0.1844897,0.0742594,0.9507201
134,7/6/2020,10:47:44,51,0,0,0.0136521,0.0070394,0.0006399
135,7/7/2020,11:47:44,51,0,25,0.0154066,0.0077412,0.0098803
136,7/8/2020,12:47:44,51,0,51,0.0196269,0.0094293,0.0321071
137,7/9/2020,13:47:44,51,0,76,0.0266958,0.0122568,0.0693367
138,7/10/2020,14:47:44,51,0,102,0.0376323,0.0166314,0.1269356
139,7/11/2020,15:47:44,51,0,127,0.0519557,0.0223608,0.2023721
140,7/12/2020,16:47:44,51,0,153,0.0711437,0.030036,0.3034289
141,7/13/2020,17:47:44,51,0,178,0.0940024,0.0391795,0.423818
142,7/14/2020,18:47:44,51,0,204,0.1226313,0.0506311,0.5745972
143,7/15/2020,19:47:44,51,0,229,0.1550656,0.0636048,0.7454178
144,7/16/2020,20:47:44,51,0,255,0.1941329,0.0792317,0.9511721
145,7/17/2020,21:47:44,76,0,0,0.0298042,0.0153678,0.0013971
146,7/18/2020,22:47:44,76,0,25,0.0315587,0.0160696,0.0106374
147,7/19/2020,23:47:44,76,0,51,0.035779,0.0177577,0.0328642
148,7/20/2020,0:47:44,76,0,76,0.0428479,0.0205853,0.0700938
149,7/21/2020,1:47:44,76,0,102,0.0537844,0.0249599,0.1276927
150,7/22/2020,2:47:44,76,0,127,0.0681078,0.0306892,0.2031292
151,7/23/2020,3:47:44,76,0,153,0.0872958,0.0383644,0.304186
152,7/24/2020,4:47:44,76,0,178,0.1101545,0.0475079,0.4245751
153,7/25/2020,5:47:44,76,0,204,0.1387835,0.0589595,0.5753544
154,7/26/2020,6:47:44,76,0,229,0.1712178,0.0719332,0.7461749
155,7/27/2020,7:47:44,76,0,255,0.210285,0.0875601,0.9519292
156,7/28/2020,8:47:44,102,0,0,0.0547937,0.028253,0.0025685
157,7/29/2020,9:47:44,102,0,25,0.0565482,0.0289548,0.0118088
158,7/30/2020,10:47:44,102,0,51,0.0607684,0.0306429,0.0340356
159,7/31/2020,11:47:44,102,0,76,0.0678374,0.0334705,0.0712652
160,8/1/2020,12:47:44,102,0,102,0.0787739,0.0378451,0.1288641
161,8/2/2020,13:47:44,102,0,127,0.0930972,0.0435744,0.2043006
162,8/3/2020,14:47:44,102,0,153,0.1122852,0.0512496,0.3053574
163,8/4/2020,15:47:44,102,0,178,0.1351439,0.0603931,0.4257465
164,8/5/2020,16:47:44,102,0,204,0.1637729,0.0718447,0.5765258
165,8/6/2020,17:47:44,102,0,229,0.1962072,0.0848184,0.7473463
166,8/7/2020,18:47:44,102,0,255,0.2352745,0.1004453,0.9531006
167,8/8/2020,19:47:44,127,0,0,0.087522,0.0451285,0.0041026
168,8/9/2020,20:47:44,127,0,25,0.0892765,0.0458303,0.0133429
169,8/10/2020,21:47:44,127,0,51,0.0934968,0.0475184,0.0355697
170,8/11/2020,22:47:44,127,0,76,0.1005657,0.050346,0.0727993
171,8/12/2020,23:47:44,127,0,102,0.1115022,0.0547206,0.1303982
172,8/13/2020,0:47:44,127,0,127,0.1258256,0.06045,0.2058348
173,8/14/2020,1:47:44,127,0,153,0.1450136,0.0681252,0.3068915
174,8/15/2020,2:47:44,127,0,178,0.1678723,0.0772686,0.4272806
175,8/16/2020,3:47:44,127,0,204,0.1965012,0.0887202,0.5780599
176,8/17/2020,4:47:44,127,0,229,0.2289355,0.1016939,0.7488805
177,8/18/2020,5:47:44,127,0,255,0.2680028,0.1173209,0.9546347
178,8/19/2020,6:47:44,153,0,0,0.1313658,0.0677355,0.0061578
179,8/20/2020,7:47:44,153,0,25,0.1331203,0.0684373,0.0153981
180,8/21/2020,8:47:44,153,0,51,0.1373405,0.0701254,0.0376249
181,8/22/2020,9:47:44,153,0,76,0.1444094,0.0729529,0.0748545
182,8/23/2020,10:47:44,153,0,102,0.1553459,0.0773275,0.1324534
183,8/24/2020,11:47:44,153,0,127,0.1696693,0.0830569,0.2078899
184,8/25/2020,12:47:44,153,0,153,0.1888573,0.0907321,0.3089467
185,8/26/2020,13:47:44,153,0,178,0.211716,0.0998756,0.4293358
186,8/27/2020,14:47:44,153,0,204,0.240345,0.1113272,0.5801151
187,8/28/2020,15:47:44,153,0,229,0.2727793,0.1243009,0.7509356
188,8/29/2020,16:47:44,153,0,255,0.3118465,0.1399278,0.9566899
189,8/30/2020,17:47:44,178,0,0,0.1835969,0.0946671,0.0086061
190,8/31/2020,18:47:44,178,0,25,0.1853514,0.0953689,0.0178464
191,9/1/2020,19:47:44,178,0,51,0.1895717,0.097057,0.0400732
192,9/2/2020,20:47:44,178,0,76,0.1966406,0.0998846,0.0773028
193,9/3/2020,21:47:44,178,0,102,0.2075771,0.1042592,0.1349017
194,9/4/2020,22:47:44,178,0,127,0.2219005,0.1099886,0.2103383
195,9/5/2020,23:47:44,178,0,153,0.2410885,0.1176638,0.3113951
196,9/6/2020,0:47:44,178,0,178,0.2639471,0.1268072,0.4317842
197,9/7/2020,1:47:44,178,0,204,0.2925761,0.1382588,0.5825634
198,9/8/2020,2:47:44,178,0,229,0.3250104,0.1512325,0.753384
199,9/9/2020,3:47:44,178,0,255,0.3640777,0.1668595,0.9591383
200,9/10/2020,4:47:44,204,0,0,0.2490128,0.1283972,0.0116725
201,9/11/2020,5:47:44,204,0,25,0.2507673,0.129099,0.0209128
202,9/12/2020,6:47:44,204,0,51,0.2549876,0.1307872,0.0431396
203,9/13/2020,7:47:44,204,0,76,0.2620565,0.1336147,0.0803692
204,9/14/2020,8:47:44,204,0,102,0.272993,0.1379893,0.1379681
205,9/15/2020,9:47:44,204,0,127,0.2873164,0.1437187,0.2134046
206,9/16/2020,10:47:44,204,0,153,0.3065044,0.1513939,0.3144614
207,9/17/2020,11:47:44,204,0,178,0.3293631,0.1605374,0.4348505
208,9/18/2020,12:47:44,204,0,204,0.3579921,0.1719889,0.5856298
209,9/19/2020,13:47:44,204,0,229,0.3904264,0.1849627,0.7564503
210,9/20/2020,14:47:44,204,0,255,0.4294936,0.2005896,0.9622046
211,9/21/2020,15:47:44,229,0,0,0.3231238,0.1666107,0.0151464
212,9/22/2020,16:47:44,229,0,25,0.3248783,0.1673125,0.0243868
213,9/23/2020,17:47:44,229,0,51,0.3290986,0.1690006,0.0466136
214,9/24/2020,18:47:44,229,0,76,0.3361675,0.1718282,0.0838431
215,9/25/2020,19:47:44,229,0,102,0.347104,0.1762028,0.141442
216,9/26/2020,20:47:44,229,0,127,0.3614274,0.1819321,0.2168786
217,9/27/2020,21:47:44,229,0,153,0.3806153,0.1896073,0.3179354
218,9/28/2020,22:47:44,229,0,178,0.403474,0.1987508,0.4383245
219,9/29/2020,23:47:44,229,0,204,0.432103,0.2102024,0.5891037
220,9/30/2020,0:47:44,229,0,229,0.4645373,0.2231761,0.7599243
221,10/1/2020,1:47:44,229,0,255,0.5036046,0.238803,0.9656786
222,10/2/2020,2:47:44,255,0,0,0.4123908,0.212639,0.0193308
223,10/3/2020,3:47:44,255,0,25,0.4141453,0.2133408,0.0285711
224,10/4/2020,4:47:44,255,0,51,0.4183656,0.2150289,0.050798
225,10/5/2020,5:47:44,255,0,76,0.4254345,0.2178565,0.0880275
226,10/6/2020,6:47:44,255,0,102,0.436371,0.2222311,0.1456264
227,10/7/2020,7:47:44,255,0,127,0.4506944,0.2279604,0.221063
228,10/8/2020,8:47:44,255,0,153,0.4698824,0.2356356,0.3221198
229,10/9/2020,9:47:44,255,0,178,0.4927411,0.2447791,0.4425089
230,10/10/2020,10:47:44,255,0,204,0.52137,0.2562307,0.5932881
231,10/11/2020,11:47:44,255,0,229,0.5538043,0.2692044,0.7641087
232,10/12/2020,12:47:44,255,0,255,0.5928716,0.2848313,0.969863
233,10/13/2020,13:47:44,25,25,0,0.0074851,0.0090194,0.0013466
234,10/14/2020,14:47:44,25,51,0,0.0158467,0.0257426,0.0041338
235,10/15/2020,15:47:44,25,76,0,0.0298522,0.0537537,0.0088023
236,10/16/2020,16:47:44,25,102,0,0.0515206,0.0970904,0.0160251
237,10/17/2020,17:47:44,25,127,0,0.0798993,0.1538479,0.0254847
238,10/18/2020,18:47:44,25,153,0,0.1179163,0.2298818,0.038157
239,10/19/2020,19:47:44,25,178,0,0.1632059,0.3204611,0.0532536
240,10/20/2020,20:47:44,25,204,0,0.2199281,0.4339055,0.072161
241,10/21/2020,21:47:44,25,229,0,0.2841898,0.5624288,0.0935815
242,10/22/2020,22:47:44,25,255,0,0.3615933,0.7172358,0.1193827
243,10/23/2020,23:47:44,51,25,0,0.0171283,0.0139917,0.0017987
244,10/24/2020,0:47:44,51,51,0,0.0254898,0.0307149,0.0045859
245,10/25/2020,1:47:44,51,76,0,0.0394954,0.0587259,0.0092544
246,10/26/2020,2:47:44,51,102,0,0.0611637,0.1020626,0.0164772
247,10/27/2020,3:47:44,51,127,0,0.0895425,0.1588202,0.0259367
248,10/28/2020,4:47:44,51,153,0,0.1275594,0.234854,0.0386091
249,10/29/2020,5:47:44,51,178,0,0.1728491,0.3254333,0.0537056
250,10/30/2020,6:47:44,51,204,0,0.2295713,0.4388778,0.072613
251,10/31/2020,7:47:44,51,229,0,0.2938329,0.5674011,0.0940336
252,11/1/2020,8:47:44,51,255,0,0.3712364,0.722208,0.1198347
253,11/2/2020,9:47:44,76,25,0,0.0332804,0.0223201,0.0025558
254,11/3/2020,10:47:44,76,51,0,0.041642,0.0390433,0.005343
255,11/4/2020,11:47:44,76,76,0,0.0556475,0.0670544,0.0100115
256,11/5/2020,12:47:44,76,102,0,0.0773159,0.1103911,0.0172343
257,11/6/2020,13:47:44,76,127,0,0.1056946,0.1671486,0.0266939
258,11/7/2020,14:47:44,76,153,0,0.1437116,0.2431825,0.0393662
259,11/8/2020,15:47:44,76,178,0,0.1890012,0.3337618,0.0544627
260,11/9/2020,16:47:44,76,204,0,0.2457234,0.4472062,0.0733701
261,11/10/2020,17:47:44,76,229,0,0.3099851,0.5757295,0.0947907
262,11/11/2020,18:47:44,76,255,0,0.3873886,0.7305365,0.1205919
263,11/12/2020,19:47:44,102,25,0,0.0582698,0.0352053,0.0037272
264,11/13/2020,20:47:44,102,51,0,0.0666314,0.0519285,0.0065144
265,11/14/2020,21:47:44,102,76,0,0.080637,0.0799396,0.0111829
266,11/15/2020,22:47:44,102,102,0,0.1023053,0.1232762,0.0184057
267,11/16/2020,23:47:44,102,127,0,0.1306841,0.1800338,0.0278653
268,11/17/2020,0:47:44,102,153,0,0.168701,0.2560677,0.0405376
269,11/18/2020,1:47:44,102,178,0,0.2139906,0.3466469,0.0556341
270,11/19/2020,2:47:44,102,204,0,0.2707129,0.4600914,0.0745415
271,11/20/2020,3:47:44,102,229,0,0.3349745,0.5886147,0.0959621
272,11/21/2020,4:47:44,102,255,0,0.412378,0.7434217,0.1217632
273,11/22/2020,5:47:44,127,25,0,0.0909982,0.0520808,0.0052613
274,11/23/2020,6:47:44,127,51,0,0.0993598,0.068804,0.0080485
275,11/24/2020,7:47:44,127,76,0,0.1133653,0.0968151,0.012717
276,11/25/2020,8:47:44,127,102,0,0.1350336,0.1401518,0.0199398
277,11/26/2020,9:47:44,127,127,0,0.1634124,0.1969093,0.0293994
278,11/27/2020,10:47:44,127,153,0,0.2014294,0.2729432,0.0420717
279,11/28/2020,11:47:44,127,178,0,0.246719,0.3635225,0.0571683
280,11/29/2020,12:47:44,127,204,0,0.3034412,0.4769669,0.0760757
281,11/30/2020,13:47:44,127,229,0,0.3677029,0.6054902,0.0974962
282,12/1/2020,14:47:44,127,255,0,0.4451064,0.7602972,0.1232974
283,12/2/2020,15:47:44,153,25,0,0.1348419,0.0746878,0.0073165
284,12/3/2020,16:47:44,153,51,0,0.1432035,0.091411,0.0101037
285,12/4/2020,17:47:44,153,76,0,0.157209,0.119422,0.0147722
286,12/5/2020,18:47:44,153,102,0,0.1788774,0.1627587,0.021995
287,12/6/2020,19:47:44,153,127,0,0.2072562,0.2195163,0.0314546
288,12/7/2020,20:47:44,153,153,0,0.2452731,0.2955501,0.0441269
289,12/8/2020,21:47:44,153,178,0,0.2905627,0.3861294,0.0592234
290,12/9/2020,22:47:44,153,204,0,0.347285,0.4995739,0.0781308
291,12/10/2020,23:47:44,153,229,0,0.4115466,0.6280972,0.0995514
292,12/11/2020,0:47:44,153,255,0,0.4889501,0.7829041,0.1253525
293,12/12/2020,1:47:44,178,25,0,0.187073,0.1016194,0.0097648
294,12/13/2020,2:47:44,178,51,0,0.1954346,0.1183426,0.012552
295,12/14/2020,3:47:44,178,76,0,0.2094402,0.1463537,0.0172205
296,12/15/2020,4:47:44,178,102,0,0.2311085,0.1896904,0.0244433
297,12/16/2020,5:47:44,178,127,0,0.2594873,0.2464479,0.0339029
298,12/17/2020,6:47:44,178,153,0,0.2975042,0.3224818,0.0465752
299,12/18/2020,7:47:44,178,178,0,0.3427939,0.4130611,0.0616718
300,12/19/2020,8:47:44,178,204,0,0.3995161,0.5265055,0.0805792
301,12/20/2020,9:47:44,178,229,0,0.4637777,0.6550288,0.1019997
302,12/21/2020,10:47:44,178,255,0,0.5411812,0.8098358,0.1278009
303,12/22/2020,11:47:44,204,25,0,0.252489,0.1353496,0.0128312
304,12/23/2020,12:47:44,204,51,0,0.2608506,0.1520727,0.0156184
305,12/24/2020,13:47:44,204,76,0,0.2748561,0.1800838,0.0202869
306,12/25/2020,14:47:44,204,102,0,0.2965245,0.2234205,0.0275097
307,12/26/2020,15:47:44,204,127,0,0.3249032,0.280178,0.0369693
